"","ACCIDENT_NO","ACCIDENTDATE","ACCIDENTTIME","ACCIDENT_TYPE","Accident Type Desc","DAY_OF_WEEK","Day Week Description","ROAD_GEOMETRY","Road Geometry Desc","SPEED_ZONE","SEVERITY","VEHICLE_TYPE","Vehicle Type Desc","LGA_NAME","LGA_NAME_ALL","Lat","Long","POSTCODE_NO","ROAD_NAME","ROAD_TYPE","ROAD_TYPE_INT","DISTANCE_LOCATION","YEAR","sev_desc"
"319259","T20170011556",2017-06-13,10:20:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","040",2,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.85283891,144.9747623,3182,"AUGHTIE","DRIVE","DRIVE",163,2017,"Serious injury accident"
"319263","T20170011562",2017-06-13,15:00:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","050",3,"13","Bicycle","GEELONG","GEELONG",-38.13585717,144.3492348,3218,"CLONARD","AVENUE","STREET",0,2017,"Other injury accident"
"319286","T20170011576",2017-06-10,17:00:00,1,"Collision with vehicle",6,"Saturday",2,"T intersection","999",2,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.85193805,145.1119401,3125,"MCCOMAS","GROVE","STREET",0,2017,"Serious injury accident"
"319288","T20170011580",2017-06-13,17:05:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","060",2,"13","Bicycle","DAREBIN","DAREBIN",-37.77438215,145.0188978,3078,"STATION","STREET","STREET",0,2017,"Serious injury accident"
"319291","T20170011582",2017-06-13,18:14:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","080",3,"13","Bicycle","DANDENONG","DANDENONG",-38.03464186,145.2113659,3175,"FRANKSTON-DANDENONG","ROAD","WAY",0,2017,"Other injury accident"
"319339","T20170011638",2017-06-14,09:07:00,2,"Struck Pedestrian",3,"Wednesday",1,"Cross intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81549255,144.9665403,3000,"COLLINS","STREET","STREET",0,2017,"Other injury accident"
"319344","T20170011641",2017-06-14,08:45:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","999",3,"13","Bicycle","DAREBIN","DAREBIN",-37.75336048,145.0109087,3072,"DUNDAS","STREET","STREET",0,2017,"Other injury accident"
"319345","T20170011641",2017-06-14,08:45:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","999",3,"13","Bicycle","DAREBIN","DAREBIN",-37.75336048,145.0109087,3071,"DUNDAS","STREET","STREET",0,2017,"Other injury accident"
"319351","T20170011649",2017-06-05,06:20:00,1,"Collision with vehicle",2,"Monday",4,"Multiple intersection","060",2,"13","Bicycle","BAYSIDE","BAYSIDE",-37.90640018,145.0083725,3186,"NEPEAN","HIGHWAY","STREET",0,2017,"Serious injury accident"
"319358","T20170011658",2017-06-08,13:45:00,6,"Vehicle overturned (no collision)",5,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.83397742,144.9812305,3141,"DOMAIN","ROAD","STREET",46,2017,"Other injury accident"
"319359","T20170011658",2017-06-08,13:45:00,6,"Vehicle overturned (no collision)",5,"Thursday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.83397742,144.9812305,3004,"DOMAIN","ROAD","STREET",46,2017,"Other injury accident"
"319361","T20170011659",2017-06-14,07:30:00,1,"Collision with vehicle",3,"Wednesday",1,"Cross intersection","999",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.89819796,145.0451492,3163,"GRANGE","ROAD","ROAD",0,2017,"Other injury accident"
"319381","T20170011677",2017-06-15,05:55:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",2,"13","Bicycle","YARRA RANGES","YARRA RANGES",-37.90835834,145.3551111,3160,"BURWOOD","HIGHWAY","ROAD",0,2017,"Serious injury accident"
"319424","T20170011717",2017-06-14,19:30:00,1,"Collision with vehicle",4,"Wednesday",2,"T intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.74024757,145.0244547,3072,"MURRAY","ROAD","STREET",0,2017,"Other injury accident"
"319429","T20170011720",2017-06-15,08:00:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","060",3,"13","Bicycle","MOONEE VALLEY","MOONEE VALLEY",-37.75559255,144.9229822,3040,"FLETCHER","STREET","STREET",0,2017,"Other injury accident"
"319435","T20170011729",2017-06-15,18:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81236508,144.9542809,3000,"EAGLE","ALLEY","STREET",0,2017,"Other injury accident"
"319436","T20170011729",2017-06-15,18:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81236508,144.9542809,3003,"EAGLE","ALLEY","STREET",0,2017,"Other injury accident"
"319437","T20170011729",2017-06-15,18:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81236508,144.9542809,3000,"EAGLE","ALLEY","STREET",0,2017,"Other injury accident"
"319438","T20170011729",2017-06-15,18:00:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81236508,144.9542809,3003,"EAGLE","ALLEY","STREET",0,2017,"Other injury accident"
"319476","T20170011766",2017-06-16,10:26:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.78940375,144.9421661,3051,"RACECOURSE","ROAD","ROAD",0,2017,"Serious injury accident"
"319477","T20170011766",2017-06-16,10:26:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","060",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.78940375,144.9421661,3052,"RACECOURSE","ROAD","ROAD",0,2017,"Serious injury accident"
"319496","T20170011784",2017-06-16,08:00:00,1,"Collision with vehicle",5,"Friday",5,"Not at intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80704006,144.9556906,3003,"PEEL","STREET","LANE",69,2017,"Other injury accident"
"319563","T20170011850",2017-06-17,06:53:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",2,"13","Bicycle","BOROONDARA","BOROONDARA",-37.79191633,145.0934381,3104,"DONCASTER","ROAD","STREET",33,2017,"Serious injury accident"
"319575","T20170011865",2017-06-17,12:15:00,1,"Collision with vehicle",6,"Saturday",1,"Cross intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.78959967,144.9703579,3054,"DRUMMOND","STREET","STREET",0,2017,"Other injury accident"
"319592","T20170011881",2017-06-14,09:20:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","YARRA","YARRA",-37.78103189,144.9857935,3068,"ST GEORGES","ROAD","STREET",20,2017,"Other injury accident"
"319593","T20170011886",2017-06-17,17:00:00,1,"Collision with vehicle",7,"Saturday",3,"Y intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86089714,144.9725129,3182,"BEACH","ROAD","PARADE",0,2017,"Other injury accident"
"319601","T20170011891",2017-06-17,13:30:00,2,"Struck Pedestrian",7,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","STONNINGTON","STONNINGTON",-37.8538496,145.0080601,3181,"HIGH","STREET","GROVE",28,2017,"Other injury accident"
"319608","T20170011896",2017-06-14,18:45:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","050",2,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.81450009,145.1314911,3128,"DORKING","ROAD","STREET",0,2017,"Serious injury accident"
"319609","T20170011896",2017-06-14,18:45:00,1,"Collision with vehicle",4,"Wednesday",1,"Cross intersection","050",2,"13","Bicycle","WHITEHORSE","WHITEHORSE",-37.81450009,145.1314911,3129,"DORKING","ROAD","STREET",0,2017,"Serious injury accident"
"319666","T20170011942",2017-06-18,11:10:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","060",2,"13","Bicycle","BAYSIDE","BAYSIDE,PORT PHILLIP",-37.88770247,144.991431,3184,"ST KILDA","STREET","ROAD",0,2017,"Serious injury accident"
"319667","T20170011942",2017-06-18,11:10:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","060",2,"13","Bicycle","BAYSIDE","BAYSIDE,PORT PHILLIP",-37.88770247,144.991431,3186,"ST KILDA","STREET","ROAD",0,2017,"Serious injury accident"
"319673","T20170011952",2017-06-16,17:45:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.83040947,144.9970831,3121,"CHURCH","STREET","STREET",0,2017,"Other injury accident"
"319750","T20170012017",2017-06-19,21:10:00,8,"No collision and no object struck",1,"Monday",5,"Not at intersection","050",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.81306284,144.9672313,3000,"BOURKE","STREET","PLACE",14,2017,"Other injury accident"
"319752","T20170012018",2017-06-18,10:00:00,1,"Collision with vehicle",0,"Sunday",2,"T intersection","999",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.87986813,144.9774595,3184,"MARINE","PARADE","STREET",0,2017,"Other injury accident"
"319771","T20170012038",2017-06-20,08:10:00,1,"Collision with vehicle",3,"Tuesday",1,"Cross intersection","060",3,"13","Bicycle","MILDURA","MILDURA",-34.19074568,142.1658791,3500,"NINTH","STREET","STREET",0,2017,"Other injury accident"
"319779","T20170012044",2017-06-20,09:08:00,1,"Collision with vehicle",2,"Tuesday",2,"T intersection","050",3,"13","Bicycle","GEELONG","GEELONG",-38.15919298,144.3863077,3219,"BOUNDARY","ROAD","STREET",0,2017,"Other injury accident"
"319785","T20170012049",2017-06-20,10:47:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",2,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79782001,144.9674401,3053,"LYGON","STREET","STREET",21,2017,"Serious injury accident"
"319809","T20170012067",2017-06-20,12:40:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","BANYULE","BANYULE",-37.77018924,145.0411078,3079,"UPPER HEIDELBERG","ROAD","AVENUE",32,2017,"Other injury accident"
"319840","T20170012090",2017-06-20,18:30:00,1,"Collision with vehicle",2,"Tuesday",5,"Not at intersection","060",3,"13","Bicycle","BAW BAW","BAW BAW",-38.15910577,145.9399789,3820,"NORMANBY","STREET","DRIVE",62,2017,"Other injury accident"
"319873","T20170012113",2017-06-15,09:05:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80614969,144.9584578,3051,"VICTORIA","STREET","STREET",0,2017,"Other injury accident"
"319874","T20170012113",2017-06-15,09:05:00,1,"Collision with vehicle",5,"Thursday",2,"T intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80614969,144.9584578,3000,"VICTORIA","STREET","STREET",0,2017,"Other injury accident"
"319877","T20170012115",2017-04-19,17:00:00,8,"No collision and no object struck",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79985798,144.9552926,3000,"FLEMINGTON","ROAD","STREET",32,2017,"Other injury accident"
"319878","T20170012115",2017-04-19,17:00:00,8,"No collision and no object struck",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79985798,144.9552926,3051,"FLEMINGTON","ROAD","STREET",32,2017,"Other injury accident"
"319889","T20170012121",2017-06-21,06:43:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","040",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.8689797,144.9951501,3183,"CARLISLE","STREET","CLOSE",28,2017,"Other injury accident"
"319986","T20170012209",2017-06-22,11:00:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.75968768,145.0016604,3071,"CLARENDON","STREET","STREET",36,2017,"Other injury accident"
"320006","T20170012230",2017-06-21,14:20:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",2,"13","Bicycle","NILLUMBIK","NILLUMBIK",-37.73221154,145.1404774,3095,"MAIN","ROAD","STREET",11,2017,"Serious injury accident"
"320015","T20170012239",2017-06-22,08:35:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","050",3,"13","Bicycle","HOBSONS BAY","HOBSONS BAY",-37.86324347,144.8901982,3016,"COOGEE","LANE","STREET",97,2017,"Other injury accident"
"320021","T20170012245",2017-06-22,17:50:00,1,"Collision with vehicle",5,"Thursday",1,"Cross intersection","050",2,"13","Bicycle","WARRNAMBOOL","WARRNAMBOOL",-38.37809621,142.455464,3280,"LANDMANN","STREET","DRIVE",0,2017,"Serious injury accident"
"320049","T20170012276",2017-06-23,09:00:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","040",2,"13","Bicycle","YARRA","YARRA",-37.82403033,145.0074828,3121,"BURNLEY","ROAD","STREET",46,2017,"Serious injury accident"
"320057","T20170012281",2017-06-20,19:00:00,1,"Collision with vehicle",3,"Tuesday",2,"T intersection","070",2,"13","Bicycle","BALLARAT","BALLARAT",-37.61800328,143.8749941,3350,"GEELONG","ROAD","ROAD",0,2017,"Serious injury accident"
"320259","T20170012449",2017-06-25,22:05:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","070",3,"13","Bicycle","YARRA","YARRA",-37.8079107,144.9916503,3067,"HODDLE","STREET","STREET",29,2017,"Other injury accident"
"320260","T20170012449",2017-06-25,22:05:00,1,"Collision with vehicle",1,"Sunday",5,"Not at intersection","070",3,"13","Bicycle","YARRA","YARRA",-37.8079107,144.9916503,3066,"HODDLE","STREET","STREET",29,2017,"Other injury accident"
"320279","T20170012472",2017-06-26,07:50:00,1,"Collision with vehicle",2,"Monday",5,"Not at intersection","888",3,"13","Bicycle","KINGSTON","KINGSTON",-38.00946917,145.0955896,3195,"GOVERNOR","ROAD","STREET",44,2017,"Other injury accident"
"320288","T20170012481",2017-06-26,11:00:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","050",3,"13","Bicycle","DAREBIN","DAREBIN",-37.71734772,145.0127471,3073,"BROADWAY",NA,"STREET",0,2017,"Other injury accident"
"320293","T20170012485",2017-06-23,14:30:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.79215836,144.9601367,3052,"COLLEGE","CRESCENT",NA,0,2017,"Other injury accident"
"320314","T20170012516",2017-06-26,18:10:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87979679,145.0214606,3161,"GLEN EIRA-NEERIM","ROAD","AVENUE",1,2017,"Other injury accident"
"320315","T20170012516",2017-06-26,18:10:00,1,"Collision with vehicle",2,"Monday",2,"T intersection","060",3,"13","Bicycle","GLEN EIRA","GLEN EIRA",-37.87979679,145.0214606,3162,"GLEN EIRA-NEERIM","ROAD","AVENUE",1,2017,"Other injury accident"
"320320","T20170012523",2017-06-23,10:00:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","999",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80124337,144.9127886,3003,"DYNON","ROAD","STREET",0,2017,"Other injury accident"
"320326","T20170012529",2017-06-17,09:00:00,8,"No collision and no object struck",7,"Saturday",5,"Not at intersection","060",2,"13","Bicycle","NILLUMBIK","NILLUMBIK",-37.70950233,145.1872357,3095,"RESEARCH-WARRANDYTE","ROAD","COURT",252,2017,"Serious injury accident"
"320339","T20170012547",2017-06-20,15:30:00,1,"Collision with vehicle",3,"Tuesday",5,"Not at intersection","040",3,"13","Bicycle","YARRA","YARRA",-37.8055066,144.9748306,3065,"GERTRUDE","STREET","LANE",34,2017,"Other injury accident"
"320365","T20170012573",2017-06-27,17:30:00,8,"No collision and no object struck",2,"Tuesday",2,"T intersection","060",2,"13","Bicycle","YARRA RANGES","YARRA RANGES",-37.75588004,145.3432203,3140,"CAVE HILL","ROAD","ROAD",9,2017,"Serious injury accident"
"320367","T20170012581",2017-06-27,18:50:00,1,"Collision with vehicle",2,"Tuesday",1,"Cross intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.83623394,144.9427358,3207,"BRIDGE","STREET","STREET",0,2017,"Other injury accident"
"320392","T20170012613",2017-06-28,09:15:00,1,"Collision with vehicle",4,"Wednesday",5,"Not at intersection","060",3,"13","Bicycle","FRANKSTON","FRANKSTON",-38.15392483,145.1099952,3199,"NEPEAN","HIGHWAY","AVENUE",39,2017,"Other injury accident"
"320453","T20170012666",2017-06-24,10:30:00,1,"Collision with vehicle",7,"Saturday",2,"T intersection","050",3,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.80689846,144.8935682,3011,"CHARLES","STREET","STREET",0,2017,"Other injury accident"
"320465","T20170012676",2017-06-10,09:50:00,2,"Struck Pedestrian",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.86850212,144.9753749,3182,"JACKA","BOULEVARD","STREET",38,2017,"Other injury accident"
"320477","T20170012690",2017-06-25,18:30:00,1,"Collision with vehicle",1,"Sunday",1,"Cross intersection","050",3,"13","Bicycle","YARRA","YARRA",-37.78198256,144.9716138,3054,"DRUMMOND","STREET","STREET",0,2017,"Other injury accident"
"320505","T20170012722",2017-06-29,18:00:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","040",3,"13","Bicycle","MORELAND","MORELAND",-37.77206046,144.9716042,3057,"LYGON","STREET","STREET",15,2017,"Other injury accident"
"320530","T20170012741",2017-06-23,19:00:00,1,"Collision with vehicle",6,"Friday",1,"Cross intersection","050",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.84593654,144.9549576,3206,"KERFERD","ROAD","STREET",0,2017,"Other injury accident"
"320544","T20170012747",2017-06-30,08:20:00,1,"Collision with vehicle",6,"Friday",5,"Not at intersection","060",2,"13","Bicycle","WODONGA","WODONGA",-36.13982995,146.8621986,3690,"YARRALUMLA","DRIVE","DRIVE",36,2017,"Serious injury accident"
"320556","T20170012755",2017-06-25,14:45:00,1,"Collision with vehicle",0,"Sunday",5,"Not at intersection","050",3,"13","Bicycle","WELLINGTON","WELLINGTON",-38.10904948,147.07777,3850,"MACALISTER","STREET","STREET",56,2017,"Other injury accident"
"320593","T20170012792",2017-06-30,18:15:00,1,"Collision with vehicle",5,"Friday",2,"T intersection","060",3,"13","Bicycle","KINGSTON","KINGSTON",-38.00806864,145.0850264,3195,"BEACH","ROAD",NA,0,2017,"Other injury accident"
"320604","T20170012802",2017-07-01,00:45:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","040",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80962959,144.9610414,3000,"ELIZABETH","STREET","STREET",16,2017,"Other injury accident"
"320625","T20170012820",2017-07-01,09:58:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",2,"13","Bicycle","YARRA RANGES","YARRA RANGES",-37.88459222,145.3687678,3791,"SHERBROOKE","ROAD","ROAD",53,2017,"Serious injury accident"
"320629","T20170012828",2017-07-01,12:00:00,6,"Vehicle overturned (no collision)",7,"Saturday",1,"Cross intersection","040",3,"13","Bicycle","PORT PHILLIP","PORT PHILLIP",-37.84070217,144.9556993,3206,"BRIDPORT","STREET","STREET",0,2017,"Other injury accident"
"320648","T20170012841",2017-07-01,08:30:00,1,"Collision with vehicle",7,"Saturday",5,"Not at intersection","060",2,"13","Bicycle","BALLARAT","BALLARAT",-37.55055155,143.9056611,3350,"DAYLESFORD-BALLARAT","ROAD","STREET",34,2017,"Serious injury accident"
"320655","T20170012853",2017-07-01,16:28:00,1,"Collision with vehicle",6,"Saturday",5,"Not at intersection","060",3,"13","Bicycle","DANDENONG","DANDENONG",-37.97337007,145.1858906,3174,"CHANDLER","ROAD","PARADE",25,2017,"Other injury accident"
"320706","T20170012901",2017-07-02,16:00:00,3,"Struck animal",1,"Sunday",5,"Not at intersection","060",3,"13","Bicycle","CARDINIA","CARDINIA",-38.06903688,145.4667345,3810,"DUNCAN","DRIVE","COURT",52,2017,"Other injury accident"
"320742","T20170012933",2017-07-03,08:50:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80562591,144.9536862,3003,"HOWARD","STREET","STREET",0,2017,"Other injury accident"
"320743","T20170012933",2017-07-03,08:50:00,1,"Collision with vehicle",2,"Monday",1,"Cross intersection","060",3,"13","Bicycle","MELBOURNE","MELBOURNE",-37.80562591,144.9536862,3051,"HOWARD","STREET","STREET",0,2017,"Other injury accident"
"320746","T20170012935",2017-06-29,16:30:00,1,"Collision with vehicle",5,"Thursday",5,"Not at intersection","040",2,"13","Bicycle","MARIBYRNONG","MARIBYRNONG",-37.79787449,144.8642092,3012,"RUPERT","STREET","STREET",43,2017,"Serious injury accident"
